"sim_id","true_n","true_preval","true_crate","true_recov","true_ptran","true_R0","abc_preval","abc_crate","abc_recov","abc_ptran","abc_R0"
691,5359,0.0197656554454006,4.89802453015,0.166793886137195,0.10805356935299,3.17307214022148,0.0197656554454006,7.01041165921361,0.163976066864367,0.0775632846300486,3.31603608560242
692,7327,0.0125251518217847,2.31967800110579,0.146261296904413,0.0775898121283431,1.23056053866167,0.0125251518217847,3.64195432646629,0.201097373938368,0.0817129108409417,1.47985368151316
693,9089,0.00860594328958541,3.08570642862469,0.146369199842913,0.149102787583669,3.14333500945941,0.00860594328958541,6.83176047788755,0.150648913811283,0.0690200221454334,3.12998114322135
694,7735,0.00965208747633733,1.38788416050375,0.216749625864439,0.222130256418835,1.42233723921236,0.00965208747633733,3.67327423420546,0.188190361009623,0.0704385201609192,1.37488445111934
695,7836,0.0176600870243274,1.04088098555803,0.09592545709759,0.133724035467027,1.45103093632497,0.0176600870243274,3.30740126701882,0.121498862482425,0.0529457862808178,1.44127242881649
696,7937,0.016901603534352,1.44554999656975,0.136706823504996,0.172939812520787,1.82868081480265,0.016901603534352,4.79133475258145,0.132358165174552,0.045284639326921,1.6392933966639
697,5795,0.00899853878165595,3.70037826057523,0.13806324361288,0.177123760719753,4.74728027856909,0.00899853878165595,17.0438574532058,0.139270811005923,0.038166939779354,4.6708414801773
698,8966,0.0173643563382793,1.28741257358342,0.188147446554387,0.231225654952983,1.58217834455427,0.0173643563382793,3.51758767768223,0.187542504948613,0.086059786591624,1.61415592130224
699,6219,0.0129809346960392,3.38173012621701,0.236683129501296,0.163903516437964,2.34185453141108,0.0129809346960392,9.99751271352271,0.236635557279563,0.0557680567590641,2.3561203686668
700,6941,0.00992399959592149,3.85421054717153,0.202437116401736,0.154978633138032,2.95064607243985,0.00992399959592149,5.83604565241265,0.20773288185026,0.09292852851526,2.61073321660035
701,5075,0.0186127539069857,1.01849108375609,0.0875819796812721,0.306121011039009,3.55988208337221,0.0186127539069857,4.72736314916493,0.0845208187037516,0.0641630523871641,3.58872587895975
702,6323,0.0137342412197031,2.60407401993871,0.230722494306741,0.145783122820352,1.64539675172418,0.0137342412197031,6.13918051307348,0.222819685971702,0.0606242365289592,1.67033325576902
703,9673,0.0192484848839231,2.19698624126613,0.220504842654336,0.215805223402866,2.15016187808942,0.0192484848839231,6.2981098365872,0.227261154894017,0.0796309967605484,2.20682132953491
704,6201,0.0143247801326215,3.7535906387493,0.235942014179891,0.287348024163503,4.57140648439527,0.0143247801326215,12.6046713971117,0.228169040354836,0.086250788364364,4.76472550081263
705,6791,0.0175513317617588,3.40977040957659,0.157291324675083,0.121234648301367,2.62813169923611,0.0175513317617588,7.46223761020778,0.156979621030313,0.0547570539397198,2.6029502724704
706,9921,0.0174941284083761,1.99278837721795,0.216083737459965,0.159189622799276,1.46809396124445,0.0174941284083761,6.18082487530719,0.206472218021414,0.0507952372779435,1.52057487018463
707,9876,0.00881764850625768,4.81494852807373,0.134981150216656,0.12044042637007,4.29626249843277,0.00881764850625768,3.79161964394649,0.13149826487045,0.151065078133198,4.35580894035702
708,8172,0.00978430127678439,4.9530743053183,0.144887583472766,0.115978961430857,3.96481465182733,0.00978430127678439,8.003210118441,0.14434724912037,0.071371080373592,3.95710868125848
709,6999,0.0121346683024894,4.77751651313156,0.117459738166071,0.0815595712773318,3.31732561867684,0.0121346683024894,4.08116173011258,0.118574213126874,0.10021155234229,3.44914413977111
710,8304,0.0133333540798631,4.95041518006474,0.23103204396856,0.0666666721011479,1.42849320771638,0.0133333540798631,4.46051947579618,0.244849099617995,0.0796926802169245,1.45179521893518
711,6543,0.0129004010835197,3.70581534877419,0.145075532611692,0.0808739355963252,2.06584712427575,0.0129004010835197,3.22045497116086,0.144323230853719,0.0933005259416438,2.08192500128573
